"route_name","route_type","direction","stop_name","stop_number"
"22","Urban","DCCT1 -> AN1T21","","20"
"53","Urban","GSBS4 -> ICPM1","","20"
"53","Urban","GSBS4 -> ICPM1","","23"
"53","Urban","GSBS4 -> ICPM1","","26"
"53","Urban","GSBS4 -> ICPM1","Al Badia, Deira International School 1","14"
"53","Urban","ICPM1 -> GSBS4","Etisalat Head Office 2","20"
"53","Urban","ICPM1 -> GSBS4","Maktoum Road 2","19"
"BM2","Marine","DFCS1 -> JWTS1","Al Jaddaf Marine Transport Station 1","1"
"F08","Feeder","NTSPS1 -> DFCFC1","Dubai Carmel School 1","7"
"F25","Feeder","FGBMLS1 -> QCRMT1","Habtoor Equipment Corporation 1","13"
"13","Urban","GSBS9 -> QSDH11","","2"
"22","Urban","DCO1 -> AN1T21","","0"
"22","Urban","DCO1 -> AN1T21","","3"
"53","Urban","GSBS4 -> ICPM1","International City, China 3-1","24"
"53","Urban","GSBS4 -> ICPM1","International City, Rivera Dreams Apartm","20"
"53","Urban","ICPM1 -> GSBS4","Naif Park 2","23"
"BM1","Marine","MWWS1 -> MPWS1","Marina Walk Marine Transport Station 1","0"
"BM2","Marine","JWTS1 -> DFCS1","","0"
"F08","Feeder","NTSPS1 -> DFCFC1","","18"
"F08","Feeder","NTSPS1 -> DFCFC1","","21"
"F08","Feeder","NTSPS1 -> DFCFC1","","24"
"F21","Feeder","ANMS4 -> ANMS4","","2"
"F21","Feeder","ANMS4 -> ANMS4","","5"
"F24","Feeder","QIA3T1 -> SMS2","Al Qusais, Public Transport Depot 2","4"
"F24","Feeder","SMS2 -> QIA3T1","","6"
"F24","Feeder","SMS2 -> QIA3T1","","9"
"F25","Feeder","FGBMLS1 -> FGBMLS1","","30"
"F25","Feeder","FGBMLS1 -> FGBMLS1","7 Up Staff Accommodation 2","25"
"F35","Feeder","MEMS1 -> MEMS1","Al Barsha D-2","26"
"X28","Urban","LLV1 -> DICMS1","Damascus Road 1-1","7"
"X28","Urban","LLV1 -> DICMS1","Umm Suqeim, Dubai Municipality Center 1","31"
"22","Urban","DCCT1 -> AN1T21","Al Nahda 1, Masjid Rada 1","16"
"53","Urban","GSBS4 -> ICPM1","","1"
"53","Urban","GSBS4 -> ICPM1","","4"
"53","Urban","GSBS4 -> ICPM1","","7"
"53","Urban","GSBS4 -> ICPM1","","10"
"53","Urban","ICPM1 -> GSBS4","Clock Tower Roundabout 2","18"
"F08","Feeder","NTSPS1 -> DFCFC1","Damascus Road 1-1","14"
"F20","Feeder","BBMS1 -> BBMS1","Al Safa, Street 8B, Private School 1","7"
"F24","Feeder","QIA3T1 -> SMS2","Al Qusais Depot Entrance 2","2"
"F25","Feeder","FGBMLS1 -> FGBMLS1","","0"
"F25","Feeder","FGBMLS1 -> FGBMLS1","","3"
"F25","Feeder","FGBMLS1 -> FGBMLS1","7 Up Staff Accommodation 2","10"
"F28","Feeder","ETMS2 -> ETMS2","","2"
"F28","Feeder","ETMS2 -> ETMS2","","5"
"F28","Feeder","ETMS2 -> ETMS2","","8"
"F31","Feeder","TMDBST1 -> DICMSL1","The Greens, Al Sidir","12"
"F31","Feeder","TMDBST1 -> DICMSL1","The Springs, Entrance gate 4-1","4"
"F35","Feeder","MEMS1 -> MEMS1","","13"
"F35","Feeder","MEMS1 -> MEMS1","","16"
"F35","Feeder","MEMS1 -> MEMS1","","19"
"F35","Feeder","MEMS1 -> MEMS1","","22"
"F41","Feeder","BBMSL1 -> BBMSL1","","16"
"F41","Feeder","BBMSL1 -> BBMSL1","","19"
"F41","Feeder","BBMSL1 -> BBMSL1","Mayfair Residency 2","14"
"53","Urban","GSBS4 -> ICPM1","","0"
"53","Urban","GSBS4 -> ICPM1","","3"
"53","Urban","GSBS4 -> ICPM1","","6"
"53","Urban","GSBS4 -> ICPM1","Dubai Festival City, IKEA1","10"
"BM1","Marine","MWWS1 -> MPWS1","Marina Promenade Marine Transport Statio","2"
"F08","Feeder","DFCFC1 -> NTSPS1","","1"
"F08","Feeder","NTSPS1 -> DFCFC1","","10"
"F08","Feeder","NTSPS1 -> DFCFC1","","13"
"F08","Feeder","NTSPS1 -> DFCFC1","","16"
"F08","Feeder","NTSPS1 -> DFCFC1","","19"
"F18","Feeder","OMMST1 -> OMMST1","Nasr Sports Club 2","6"
"F24","Feeder","QIA3T1 -> SMS2","","0"
"F24","Feeder","QIA3T1 -> SMS2","","3"
"F24","Feeder","QIA3T1 -> SMS2","Al Nahda 1, Mai Tower","9"
"F25","Feeder","FGBMLS1 -> FGBMLS1","","22"
"F25","Feeder","FGBMLS1 -> FGBMLS1","","25"
"F25","Feeder","FGBMLS1 -> FGBMLS1","","28"
"F25","Feeder","FGBMLS1 -> FGBMLS1","","31"
"F25","Feeder","FGBMLS1 -> FGBMLS1","Gold & Diamond Park 1","1"
"F28","Feeder","ETMS2 -> ETMS2","","1"
"F28","Feeder","ETMS2 -> ETMS2","","4"
"F28","Feeder","ETMS2 -> ETMS2","Rostamani Tower","1"
"F28","Feeder","ETMS2 -> ETMS2","Wasl, School 2","3"
"X28","Urban","LLV1 -> DICMS1","Al Qusais Industrial Area 2","5"
"13","Urban","GSBS9 -> QSDH11","","34"
"13","Urban","GSBS9 -> QSDH11","","37"
"13","Urban","GSBS9 -> QSDH11","","40"
"22","Urban","DCCT1 -> AN1T21","Al Nahda 1, Burj Al Noor 1","20"
"53","Urban","ICPM1 -> GSBS4","","2"
"BM1","Marine","MPWS1 -> MTWS1","Marina Mall Marine Transport Station 1","1"
"BM1","Marine","MTWS1 -> MPWS1","","1"
"F08","Feeder","DFCFC1 -> NTSPS1","Dubai Grand Hotel 1","13"
"F20","Feeder","BBMS1 -> BBMS1","","2"
"F21","Feeder","ANMS4 -> ANMS4","","1"
"F21","Feeder","ANMS4 -> ANMS4","Al Maaref Private School","4"
"F24","Feeder","SMS2 -> QIA3T1","","7"
"F24","Feeder","SMS2 -> QIA3T1","","10"
"F31","Feeder","TMDBST1 -> DICMSL1","Dubai International Academy 1","8"
"F35","Feeder","MEMS1 -> MEMS1","","0"
"F35","Feeder","MEMS1 -> MEMS1","","3"
"F35","Feeder","MEMS1 -> MEMS1","","6"
"F41","Feeder","BBMSL1 -> BBMSL1","Bay Square 2","6"
"F41","Feeder","BBMSL1 -> BBMSL1","Lake Central Tower 2","3"
"JLT1","Urban","DMSL1 -> DMSL1","","0"
"JLT1","Urban","DMSL1 -> DMSL1","","3"
"JLT1","Urban","DMSL1 -> DMSL1","","6"
"X28","Urban","LLV1 -> DICMS1","","1"
"X28","Urban","LLV1 -> DICMS1","","4"
"X28","Urban","LLV1 -> DICMS1","","7"
"X28","Urban","LLV1 -> DICMS1","","10"
"X28","Urban","LLV1 -> DICMS1","Umm Suqeim, Library 1","32"
"53","Urban","GSBS4 -> ICPM1","","25"
"53","Urban","GSBS4 -> ICPM1","","28"
"53","Urban","GSBS4 -> ICPM1","","31"
"53","Urban","ICPM1 -> GSBS4","","17"
"53","Urban","ICPM1 -> GSBS4","","20"
"53","Urban","ICPM1 -> GSBS4","","23"
"53","Urban","ICPM1 -> GSBS4","Nad Al Hamar Grand Masjid 1","8"
"BM1","Marine","MTWS1 -> MPWS1","","3"
"BM2","Marine","DFCS1 -> JWTS1","","1"
"F18","Feeder","OMMST1 -> OMMST1","Oud Metha Metro Bus Stop 1","8"
"F24","Feeder","QIA3T1 -> SMS2","","11"
"F25","Feeder","FGBMLS1 -> FGBMLS1","Al Quoz, APEX Concrete Factory","18"
"F25","Feeder","FGBMLS1 -> QCRMT1","Al Quoz, Emirates Glass 1","15"
"F25","Feeder","FGBMLS1 -> QCRMT1","Gold & Diamond Park 1","1"
"F31","Feeder","TMDBST1 -> DICMSL1","Al Barsha Heights, Ramee Guestline Hotel","15"
"F31","Feeder","TMDBST1 -> DICMSL1","The Greens, Terminus","11"
"F35","Feeder","MEMS1 -> MEMS1","Al Barsha, Rashid Centre For Disabled 2","1"
"F41","Feeder","BBMSL1 -> BBMSL1","","1"
"JLT2","Urban","JLTMSL -> JLTMSL","","2"
"X28","Urban","LLV1 -> DICMS1","","12"
"X28","Urban","LLV1 -> DICMS1","","15"
"X28","Urban","LLV1 -> DICMS1","","18"
"X28","Urban","LLV1 -> DICMS1","Jumeira, Grand Masjid","25"
"13","Urban","GSBS9 -> QSDH11","","30"
"13","Urban","GSBS9 -> QSDH11","","33"
"13","Urban","GSBS9 -> QSDH11","","36"
"13","Urban","GSBS9 -> QSDH11","","39"
"13","Urban","GSBS9 -> QSDH11","Dubai Taxi Corparation, Main Office 3","27"
"13","Urban","GSBS9 -> QSDH11","Fortune Plaza Hotel 1","16"
"22","Urban","DCO1 -> AN1T21","","2"
"22","Urban","DCO1 -> AN1T21","","5"
"22","Urban","DCO1 -> AN1T21","","8"
"22","Urban","DCO1 -> AN1T21","","11"
"22","Urban","DCO1 -> AN1T21","Al Nahda 1, Terminus 1","22"
"22","Urban","DCO1 -> AN1T21","Emirates Driving Institute 1","7"
"53","Urban","ICPM1 -> GSBS4","Dnata 2","17"
"F08","Feeder","DFCFC1 -> NTSPS1","","8"
"F08","Feeder","DFCFC1 -> NTSPS1","","11"
"F08","Feeder","DFCFC1 -> NTSPS1","","14"
"F08","Feeder","DFCFC1 -> NTSPS1","","17"
"F08","Feeder","DFCFC1 -> NTSPS1","Al Nahda, 12 St 2","19"
"F08","Feeder","NTSPS1 -> DFCFC1","Al Qusais Industrial Area 2","10"
"F08","Feeder","NTSPS1 -> DFCFC1","Dubai Festival City, IKEA1","23"
"F20","Feeder","BBMS1 -> BBMS1","","0"
"F20","Feeder","BBMS1 -> BBMS1","","3"
"F24","Feeder","SMS2 -> QIA3T1","Al Qusais Ind Area 3, Atiq Abdullah Flou","9"
"F25","Feeder","FGBMLS1 -> QCRMT1","","5"
"F25","Feeder","FGBMLS1 -> QCRMT1","","8"
"F25","Feeder","FGBMLS1 -> QCRMT1","","11"
"F25","Feeder","FGBMLS1 -> QCRMT1","","14"
"F31","Feeder","TMDBST1 -> DICMSL1","","1"
"F31","Feeder","TMDBST1 -> DICMSL1","","4"
"F31","Feeder","TMDBST1 -> DICMSL1","","7"
"F35","Feeder","MEMS1 -> MEMS1","Al Barsha Heights, Mashael Building 1","19"
"13","Urban","GSBS9 -> QSDH11","Muhaisnah 2, Bu Haleeba Contracting Camp","33"
"22","Urban","DCCT1 -> AN1T21","","2"
"22","Urban","DCCT1 -> AN1T21","","5"
"22","Urban","DCCT1 -> AN1T21","","11"
"53","Urban","GSBS4 -> ICPM1","","29"
"53","Urban","GSBS4 -> ICPM1","","32"
"53","Urban","GSBS4 -> ICPM1","International City, China 2-1","25"
"BM2","Marine","DFCS1 -> JWTS1","","0"
"F35","Feeder","MEMS1 -> MEMS1","","17"
"F35","Feeder","MEMS1 -> MEMS1","","20"
"F35","Feeder","MEMS1 -> MEMS1","","23"
"F35","Feeder","MEMS1 -> MEMS1","","26"
"X28","Urban","LLV1 -> DICMS1","Hamarain Center 1","16"
"22","Urban","DCCT1 -> AN1T21","Emirates Driving Institute 1","6"
"22","Urban","DCO1 -> AN1T21","","22"
"53","Urban","GSBS4 -> ICPM1","Dubai Festival City, Marks & Spencer 1","9"
"53","Urban","GSBS4 -> ICPM1","International City, Morocco 1","23"
"53","Urban","ICPM1 -> GSBS4","Deira, Beniyas Square 2","22"
"BM1","Marine","MPWS1 -> MTWS1","","0"
"F08","Feeder","NTSPS1 -> DFCFC1","Al Nahda, Madina Super Market 1","3"
"F08","Feeder","NTSPS1 -> DFCFC1","Dubai Festival City, Marks & Spencer 1","22"
"F25","Feeder","FGBMLS1 -> FGBMLS1","","26"
"F25","Feeder","FGBMLS1 -> FGBMLS1","","29"
"F25","Feeder","FGBMLS1 -> FGBMLS1","Al Quoz, Pure Water Filling Company 2","2"
"F25","Feeder","FGBMLS1 -> QCRMT1","ETA Profiles 2","6"
"F28","Feeder","ETMS2 -> ETMS2","Emirates Tower Metro Bus Stop Seaside","0"
"F31","Feeder","TMDBST1 -> DICMSL1","Al Barsha Heights, Saleh Bin Lahej Build","16"
"F35","Feeder","MEMS1 -> MEMS1","Sheikh Zayed Service Rd, Coral Boutique","5"
"X28","Urban","LLV1 -> DICMS1","Ministry of Information 2","11"
"X28","Urban","LLV1 -> DICMS1","Wild Wadi 1","33"
"13","Urban","GSBS9 -> QSDH11","","14"
"13","Urban","GSBS9 -> QSDH11","","17"
"13","Urban","GSBS9 -> QSDH11","","20"
"13","Urban","GSBS9 -> QSDH11","","23"
"22","Urban","DCCT1 -> AN1T21","Al Nahda 1, Zaafranah 1","19"
"22","Urban","DCO1 -> AN1T21","","18"
"22","Urban","DCO1 -> AN1T21","","21"
"22","Urban","DCO1 -> AN1T21","Al Nahda, 19A Street 1","13"
"BM1","Marine","MMWS1 -> MTWS1","Marina Mall Marine Transport Station 1","0"
"F08","Feeder","DFCFC1 -> NTSPS1","","24"
"F18","Feeder","OMMST1 -> OMMST1","Oud Metha Road 1-1","1"
"F20","Feeder","BBMS1 -> BBMS1","","10"
"F20","Feeder","BBMS1 -> BBMS1","","13"
"F20","Feeder","BBMS1 -> BBMS1","","16"
"F21","Feeder","ANMS4 -> ANMS4","Al Nahda, Park 1","15"
"F24","Feeder","SMS2 -> QIA3T1","Al Qusais Industrial Area 3, Masjid Must","7"
"F25","Feeder","FGBMLS1 -> FGBMLS1","Habtoor Equipment Corporation 1","13"
"F25","Feeder","FGBMLS1 -> QCRMT1","","21"
"F25","Feeder","FGBMLS1 -> QCRMT1","","24"
"F25","Feeder","FGBMLS1 -> QCRMT1","","27"
"F35","Feeder","MEMS1 -> MEMS1","Mall of the Emirates, Saleh Bin Lahej Bu","4"
"F41","Feeder","BBMSL1 -> BBMSL1","Clover Bay Tower 2","2"
"X28","Urban","LLV1 -> DICMS1","","21"
"X28","Urban","LLV1 -> DICMS1","","24"
"X28","Urban","LLV1 -> DICMS1","","27"
"X28","Urban","LLV1 -> DICMS1","","30"
"X28","Urban","LLV1 -> DICMS1","Dubai Airport Free Zone Metro Bus Stop 2","9"
"13","Urban","GSBS9 -> QSDH11","Abu Baker Al Siddique Metro Bus Stop 1","7"
"13","Urban","GSBS9 -> QSDH11","Muhaisnah 2, Medical Fitness Centre","39"
"22","Urban","DCCT1 -> AN1T21","","15"
"22","Urban","DCCT1 -> AN1T21","","18"
"22","Urban","DCCT1 -> AN1T21","","21"
"53","Urban","GSBS4 -> ICPM1","","13"
"53","Urban","GSBS4 -> ICPM1","","16"
"53","Urban","GSBS4 -> ICPM1","","19"
"53","Urban","GSBS4 -> ICPM1","","22"
"53","Urban","GSBS4 -> ICPM1","Al Badia, Residences 1","13"
"53","Urban","GSBS4 -> ICPM1","International City, Central Business dis","29"
"F21","Feeder","ANMS4 -> ANMS4","Al Nahda, Motawa Bldg","9"
"F25","Feeder","FGBMLS1 -> FGBMLS1","","6"
"F25","Feeder","FGBMLS1 -> FGBMLS1","","9"
"F25","Feeder","FGBMLS1 -> FGBMLS1","","12"
"F25","Feeder","FGBMLS1 -> FGBMLS1","","15"
"F25","Feeder","FGBMLS1 -> FGBMLS1","Al Quoz, Dynamic Industries","17"
"F25","Feeder","FGBMLS1 -> QCRMT1","Al Quoz Mall 2","7"
"F28","Feeder","ETMS2 -> ETMS2","","11"
"F31","Feeder","TMDBST1 -> DICMSL1","Dubai Internet City Metro Bus Stop Lands","19"
"F35","Feeder","MEMS1 -> MEMS1","","1"
"F35","Feeder","MEMS1 -> MEMS1","","4"
"F35","Feeder","MEMS1 -> MEMS1","","7"
"F35","Feeder","MEMS1 -> MEMS1","","10"
"F35","Feeder","MEMS1 -> MEMS1","The Greens, Al Arta 1","14"
"F41","Feeder","BBMSL1 -> BBMSL1","","4"
"F41","Feeder","BBMSL1 -> BBMSL1","","7"
"F41","Feeder","BBMSL1 -> BBMSL1","","10"
"F41","Feeder","BBMSL1 -> BBMSL1","","13"
"F41","Feeder","BBMSL1 -> BBMSL1","Burj View central Tower 2","5"
"53","Urban","ICPM1 -> GSBS4","","13"
"53","Urban","ICPM1 -> GSBS4","","16"
"53","Urban","ICPM1 -> GSBS4","","19"
"53","Urban","ICPM1 -> GSBS4","","22"
"BM1","Marine","MPWS1 -> MTWS1","Marina Walk Marine Transport Station 1","2"
"BM1","Marine","MTWS1 -> MPWS1","","2"
"F08","Feeder","DFCFC1 -> NTSPS1","Dubai Carmel School 1","22"
"F08","Feeder","DFCFC1 -> NTSPS1","Dubai Womens College 1","15"
"F08","Feeder","DFCFC1 -> NTSPS1","Twar 1, Emarat Pertol Stn-Al Mawred 2","11"
"F08","Feeder","NTSPS1 -> DFCFC1","MAN Motors 1","9"
"F18","Feeder","OMMST1 -> OMMST1","Lamcy Plaza 1","4"
"F20","Feeder","BBMS1 -> BBMS1","Al Safa 1, Street 19, Jumeirah College 2","11"
"F24","Feeder","QIA3T1 -> SMS2","Nahda 1, Enoc","7"
"F24","Feeder","SMS2 -> QIA3T1","Dubai Carmel School 1","5"
"F25","Feeder","FGBMLS1 -> FGBMLS1","Al Quoz, Azzani Ready Mix 1","28"
"F25","Feeder","FGBMLS1 -> FGBMLS1","Al Quoz, Galaxy Paper Industries","20"
"F25","Feeder","FGBMLS1 -> QCRMT1","Al Quoz, Al Shirawi Equipment Co 2","26"
"F28","Feeder","ETMS2 -> ETMS2","Wasl, Masjid 2","2"
"F31","Feeder","TMDBST1 -> DICMSL1","The Meadows, Entrance gate 8-1","5"
"F35","Feeder","MEMS1 -> MEMS1","Al Barsha, Dubai National School 2","27"
"F41","Feeder","BBMSL1 -> BBMSL1","","2"
"F41","Feeder","BBMSL1 -> BBMSL1","","5"
"JLT2","Urban","JLTMSL -> JLTMSL","JLT, The Dome Tower","4"
"13","Urban","GSBS9 -> QSDH11","","1"
"13","Urban","GSBS9 -> QSDH11","","4"
"13","Urban","GSBS9 -> QSDH11","","7"
"13","Urban","GSBS9 -> QSDH11","Muhaisnah 2, Bus Station External 1","31"
"13","Urban","GSBS9 -> QSDH11","Stadium Metro Bus Stop 1","11"
"22","Urban","DCCT1 -> AN1T21","Al Nahda, Shabab Alahli Club 1","2"
"22","Urban","DCO1 -> AN1T21","Al Nahda 1, Masjid Rada 1","17"
"BM1","Marine","MMWS1 -> MTWS1","","1"
"BM1","Marine","MMWS1 -> MTWS1","Marina Terrace Marine Transport Station","2"
"BM1","Marine","MTWS1 -> MPWS1","Marina Walk Marine Transport Station 1","1"
"BM1","Marine","MWWS1 -> MPWS1","","2"
"F08","Feeder","NTSPS1 -> DFCFC1","","0"
"F08","Feeder","NTSPS1 -> DFCFC1","","3"
"F08","Feeder","NTSPS1 -> DFCFC1","","6"
"F08","Feeder","NTSPS1 -> DFCFC1","Al Nahda, Canary Bldg 2","5"
"F08","Feeder","NTSPS1 -> DFCFC1","Damascus Road 2-1","13"
"F20","Feeder","BBMS1 -> BBMS1","Business Bay Metro Bus Stop Seaside","18"
"F24","Feeder","QIA3T1 -> SMS2","","10"
"F24","Feeder","QIA3T1 -> SMS2","","13"
"F25","Feeder","FGBMLS1 -> FGBMLS1","Al Quoz Mall 2","7"
"F25","Feeder","FGBMLS1 -> QCRMT1","Al Quoz, Dynamic Industries","17"
"F31","Feeder","TMDBST1 -> DICMSL1","Al Barsha Heights, Minc Apartments 2","14"
"F35","Feeder","MEMS1 -> MEMS1","The Greens, Al Sidir","17"
"F41","Feeder","BBMSL1 -> BBMSL1","Coral Tower 2","8"
"JLT1","Urban","DMSL1 -> DMSL1","JLT, Saba 1 Tower","6"
"13","Urban","GSBS9 -> QSDH11","","18"
"13","Urban","GSBS9 -> QSDH11","","21"
"13","Urban","GSBS9 -> QSDH11","","24"
"13","Urban","GSBS9 -> QSDH11","","27"
"13","Urban","GSBS9 -> QSDH11","Al Nakhal 1-1","3"
"13","Urban","GSBS9 -> QSDH11","Muhaisnah 2, Al Shirawi Labour Camp 1","29"
"13","Urban","GSBS9 -> QSDH11","Public Transport Agency 1","26"
"22","Urban","DCCT1 -> AN1T21","Ministry Of Human Resources & Emiratisat","7"
"22","Urban","DCO1 -> AN1T21","Al Nahda, Canary Bldg 2","16"
"22","Urban","DCO1 -> AN1T21","Dubai Courts 1","0"
"53","Urban","GSBS4 -> ICPM1","International City, Post office 1","19"
"53","Urban","ICPM1 -> GSBS4","Union Metro Bus Stop 3-1","21"
"F08","Feeder","DFCFC1 -> NTSPS1","","20"
"F08","Feeder","DFCFC1 -> NTSPS1","","23"
"F08","Feeder","DFCFC1 -> NTSPS1","Mawakeb School 2","2"
"F08","Feeder","NTSPS1 -> DFCFC1","","14"
"F08","Feeder","NTSPS1 -> DFCFC1","","17"
"F08","Feeder","NTSPS1 -> DFCFC1","","20"
"F08","Feeder","NTSPS1 -> DFCFC1","","23"
"F20","Feeder","BBMS1 -> BBMS1","","6"
"F20","Feeder","BBMS1 -> BBMS1","","9"
"F20","Feeder","BBMS1 -> BBMS1","","12"
"F20","Feeder","BBMS1 -> BBMS1","","15"
"F20","Feeder","BBMS1 -> BBMS1","Al Safa, Street 19A-1","10"
"F25","Feeder","FGBMLS1 -> QCRMT1","","2"
"F25","Feeder","FGBMLS1 -> QCRMT1","Al Quoz, Pure Water Filling Company 2","2"
"F31","Feeder","TMDBST1 -> DICMSL1","","10"
"F31","Feeder","TMDBST1 -> DICMSL1","","13"
"F31","Feeder","TMDBST1 -> DICMSL1","","16"
"F31","Feeder","TMDBST1 -> DICMSL1","","19"
"F31","Feeder","TMDBST1 -> DICMSL1","The Lakes Turnoff 1","9"
"F41","Feeder","BBMSL1 -> BBMSL1","Al Madar Scala Tower 2","11"
"X28","Urban","LLV1 -> DICMS1","Max Metro Bus Stop Seaside","21"
"13","Urban","GSBS9 -> QSDH11","Muhaisnah 4, New Housing 2","24"
"22","Urban","DCCT1 -> AN1T21","Al Nahda, 19A Street 1","12"
"22","Urban","DCCT1 -> AN1T21","Al Nahda, Canary Bldg 2","15"
"22","Urban","DCO1 -> AN1T21","","10"
"22","Urban","DCO1 -> AN1T21","","13"
"22","Urban","DCO1 -> AN1T21","","16"
"22","Urban","DCO1 -> AN1T21","","19"
"22","Urban","DCO1 -> AN1T21","Dubai Womens College 1","9"
"53","Urban","GSBS4 -> ICPM1","","5"
"53","Urban","GSBS4 -> ICPM1","","8"
"53","Urban","GSBS4 -> ICPM1","","11"
"53","Urban","GSBS4 -> ICPM1","","14"
"53","Urban","ICPM1 -> GSBS4","Al Badia residence 1&8,A2-1","12"
"F08","Feeder","DFCFC1 -> NTSPS1","","0"
"F08","Feeder","DFCFC1 -> NTSPS1","","3"
"F08","Feeder","DFCFC1 -> NTSPS1","","6"
"F08","Feeder","DFCFC1 -> NTSPS1","","9"
"F20","Feeder","BBMS1 -> BBMS1","Al Wasl, Street 35A-2","15"
"F25","Feeder","FGBMLS1 -> FGBMLS1","","14"
"F25","Feeder","FGBMLS1 -> FGBMLS1","","17"
"F25","Feeder","FGBMLS1 -> FGBMLS1","","20"
"F25","Feeder","FGBMLS1 -> FGBMLS1","","23"
"F25","Feeder","FGBMLS1 -> QCRMT1","","0"
"F25","Feeder","FGBMLS1 -> QCRMT1","","3"
"F25","Feeder","FGBMLS1 -> QCRMT1","","6"
"F28","Feeder","ETMS2 -> ETMS2","","3"
"F28","Feeder","ETMS2 -> ETMS2","","6"
"F28","Feeder","ETMS2 -> ETMS2","","9"
"F28","Feeder","ETMS2 -> ETMS2","","12"
"F28","Feeder","ETMS2 -> ETMS2","Emirates Tower Metro Bus Stop Seaside","12"
"F28","Feeder","ETMS2 -> ETMS2","Satwa, Roundabout 2","8"
"F28","Feeder","ETMS2 -> ETMS2","Trade Center Metro Bus Stop","9"
"F35","Feeder","MEMS1 -> MEMS1","Jebel Ali Horse Racecourse 2","24"
"F41","Feeder","BBMSL1 -> BBMSL1","Clayton Residency 2","12"
"X28","Urban","LLV1 -> DICMS1","Russian International School 2","3"
